App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,comment_mean,comment_count
"Dating App, Flirt & Chat : W-Match",SOCIAL,4.3,175722,Varies with device,"10,000,000+",Free,0,Mature 17+,Social,"July 23, 2018",Varies with device,Varies with device,0.3016666666666667,6
"Dating App, Flirt & Chat : W-Match",SOCIAL,4.3,175523,Varies with device,"10,000,000+",Free,0,Mature 17+,Social,"July 23, 2018",Varies with device,Varies with device,0.3016666666666667,6
Amazon for Tablets,SHOPPING,4.0,141613,22M,"10,000,000+",Free,0,Teen,Shopping,"July 31, 2018",16.14.0.850,4.4 and up,0.10113604797979796,20
Amazon for Tablets,SHOPPING,4.0,141584,22M,"10,000,000+",Free,0,Teen,Shopping,"July 31, 2018",16.14.0.850,4.4 and up,0.10113604797979796,20
"AliExpress - Smarter Shopping, Better Living",SHOPPING,4.6,5916606,Varies with device,"100,000,000+",Free,0,Teen,Shopping,"August 6, 2018",Varies with device,Varies with device,0.038380545534712214,45
"AliExpress - Smarter Shopping, Better Living",SHOPPING,4.6,5916569,Varies with device,"100,000,000+",Free,0,Teen,Shopping,"August 6, 2018",Varies with device,Varies with device,0.038380545534712214,45
"AliExpress - Smarter Shopping, Better Living",SHOPPING,4.6,5917485,Varies with device,"100,000,000+",Free,0,Teen,Shopping,"August 6, 2018",Varies with device,Varies with device,0.038380545534712214,45
"AliExpress - Smarter Shopping, Better Living",SHOPPING,4.6,5911055,Varies with device,"100,000,000+",Free,0,Teen,Shopping,"August 1, 2018",Varies with device,Varies with device,0.038380545534712214,45
Amazon Shopping,SHOPPING,4.3,909226,42M,"100,000,000+",Free,0,Teen,Shopping,"July 31, 2018",16.14.0.100,4.4 and up,0.1820225865037373,45
Amazon Shopping,SHOPPING,4.3,909204,42M,"100,000,000+",Free,0,Teen,Shopping,"July 31, 2018",16.14.0.100,4.4 and up,0.1820225865037373,45
Amazon Shopping,SHOPPING,4.3,908525,42M,"100,000,000+",Free,0,Teen,Shopping,"July 31, 2018",16.14.0.100,4.4 and up,0.1820225865037373,45
Flipp - Weekly Shopping,SHOPPING,4.6,85858,Varies with device,"10,000,000+",Free,0,Everyone,Shopping,"July 30, 2018",Varies with device,Varies with device,0.3236720779220779,31
Flipp - Weekly Shopping,SHOPPING,4.6,85782,Varies with device,"10,000,000+",Free,0,Everyone,Shopping,"July 30, 2018",Varies with device,Varies with device,0.3236720779220779,31
GS SHOP,SHOPPING,3.8,44255,15M,"10,000,000+",Free,0,Everyone,Shopping,"August 3, 2018",6.0.4,4.1 and up,0.23918128654970755,38
Family Dollar,SHOPPING,4.3,2588,21M,"1,000,000+",Free,0,Everyone,Shopping,"July 23, 2018",2.4.0,4.1 and up,0.24816588074623794,35
11st,SHOPPING,3.8,48732,20M,"10,000,000+",Free,0,Everyone,Shopping,"July 31, 2018",7.8.1,4.0 and up,0.18129421446608945,40
Flipkart Online Shopping App,SHOPPING,4.4,6012719,Varies with device,"100,000,000+",Free,0,Teen,Shopping,"August 6, 2018",Varies with device,Varies with device,0.2915263605442177,28
Flipkart Online Shopping App,SHOPPING,4.4,6003590,Varies with device,"100,000,000+",Free,0,Teen,Shopping,"August 2, 2018",Varies with device,Varies with device,0.2915263605442177,28
CheckPoints 🏆 Rewards App,SHOPPING,4.1,23187,25M,"1,000,000+",Free,0,Everyone,Shopping,"June 21, 2018",4.89,4.3 and up,0.27638016323953823,40
Extreme Coupon Finder,SHOPPING,4.1,11798,Varies with device,"1,000,000+",Free,0,Everyone,Shopping,"May 10, 2018",Varies with device,Varies with device,0.07121421485260772,14
Extreme Coupon Finder,SHOPPING,4.1,11798,Varies with device,"1,000,000+",Free,0,Everyone,Shopping,"May 10, 2018",Varies with device,Varies with device,0.07121421485260772,14
Extreme Coupon Finder,SHOPPING,4.1,11798,Varies with device,"1,000,000+",Free,0,Everyone,Shopping,"May 10, 2018",Varies with device,Varies with device,0.07121421485260772,14
Checkout 51: Grocery coupons,SHOPPING,4.1,52896,Varies with device,"10,000,000+",Free,0,Everyone,Shopping,"June 18, 2018",Varies with device,Varies with device,0.13048614579864576,26
Checkout 51: Grocery coupons,SHOPPING,4.1,52896,Varies with device,"10,000,000+",Free,0,Everyone,Shopping,"June 18, 2018",Varies with device,Varies with device,0.13048614579864576,26
Checkout 51: Grocery coupons,SHOPPING,4.1,52896,Varies with device,"10,000,000+",Free,0,Everyone,Shopping,"June 18, 2018",Varies with device,Varies with device,0.13048614579864576,26
Gyft - Mobile Gift Card Wallet,SHOPPING,4.1,9701,14M,"500,000+",Free,0,Everyone,Shopping,"July 25, 2018",2.4.0,4.4 and up,-0.033643552508390365,120
Gyft - Mobile Gift Card Wallet,SHOPPING,4.1,9701,14M,"500,000+",Free,0,Everyone,Shopping,"July 25, 2018",2.4.0,4.4 and up,-0.033643552508390365,120
Gyft - Mobile Gift Card Wallet,SHOPPING,4.1,9701,14M,"500,000+",Free,0,Everyone,Shopping,"July 25, 2018",2.4.0,4.4 and up,-0.033643552508390365,120
"Groupon - Shop Deals, Discounts & Coupons",SHOPPING,4.6,1370749,Varies with device,"50,000,000+",Free,0,Teen,Shopping,"August 3, 2018",Varies with device,Varies with device,0.2859407354797981,120
"Groupon - Shop Deals, Discounts & Coupons",SHOPPING,4.6,1370749,Varies with device,"50,000,000+",Free,0,Teen,Shopping,"August 3, 2018",Varies with device,Varies with device,0.2859407354797981,120
"Groupon - Shop Deals, Discounts & Coupons",SHOPPING,4.6,1370749,Varies with device,"50,000,000+",Free,0,Teen,Shopping,"August 3, 2018",Varies with device,Varies with device,0.2859407354797981,120
"Groupon - Shop Deals, Discounts & Coupons",SHOPPING,4.6,1371082,Varies with device,"50,000,000+",Free,0,Teen,Shopping,"August 3, 2018",Varies with device,Varies with device,0.2859407354797981,120
"Ebates: Cash Back, Coupons, Rewards & Savings",SHOPPING,4.5,37253,31M,"1,000,000+",Free,0,Everyone,Shopping,"August 3, 2018",4.31.2,4.4 and up,0.22538709463051565,38
FidMe Loyalty Cards & Deals at Grocery Supermarket,SHOPPING,4.2,33758,Varies with device,"1,000,000+",Free,0,Everyone,Shopping,"August 6, 2018",Varies with device,Varies with device,0.2202676111767021,11
HauteLook,SHOPPING,4.1,7193,7.3M,"500,000+",Free,0,Everyone,Shopping,"July 13, 2018",5.0.2,4.4 and up,0.1720851370851371,33
Etsy: Handmade & Vintage Goods,SHOPPING,4.3,95520,15M,"10,000,000+",Free,0,Teen,Shopping,"August 3, 2018",5.3.1,4.1 and up,0.30548314339981014,78
Etsy: Handmade & Vintage Goods,SHOPPING,4.3,95520,15M,"10,000,000+",Free,0,Teen,Shopping,"August 3, 2018",5.3.1,4.1 and up,0.30548314339981014,78
ASOS,SHOPPING,4.7,181798,22M,"10,000,000+",Free,0,Everyone,Shopping,"July 30, 2018",4.4.9,4.4 and up,0.31691663660413655,66
ASOS,SHOPPING,4.7,181823,22M,"10,000,000+",Free,0,Everyone,Shopping,"July 30, 2018",4.4.9,4.4 and up,0.31691663660413655,66
Find&Save - Local Shopping,SHOPPING,4.0,4602,6.2M,"500,000+",Free,0,Everyone,Shopping,"December 22, 2017",3.0.0,4.1 and up,0.09095987726263012,31
Boxed Wholesale,SHOPPING,3.8,6380,Varies with device,"1,000,000+",Free,0,Everyone,Shopping,"August 2, 2018",Varies with device,Varies with device,0.28700849999248434,40
FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,109500,37M,"1,000,000+",Free,0,Everyone,Photography,"August 2, 2018",2.18.2,4.1 and up,0.4461811075370103,36
Groovebook Photo Books & Gifts,PHOTOGRAPHY,4.0,21159,36M,"500,000+",Free,0,Everyone,Photography,"January 31, 2018",2.1.9,4.0.3 and up,0.16392160684527632,39
Google Photos,PHOTOGRAPHY,4.5,10858556,Varies with device,"1,000,000,000+",Free,0,Everyone,Photography,"August 6, 2018",Varies with device,Varies with device,0.14750958573897777,191
Google Photos,PHOTOGRAPHY,4.5,10858538,Varies with device,"1,000,000,000+",Free,0,Everyone,Photography,"August 6, 2018",Varies with device,Varies with device,0.14750958573897777,191
Google Photos,PHOTOGRAPHY,4.5,10859051,Varies with device,"1,000,000,000+",Free,0,Everyone,Photography,"August 6, 2018",Varies with device,Varies with device,0.14750958573897777,191
Google Photos,PHOTOGRAPHY,4.5,10847682,Varies with device,"1,000,000,000+",Free,0,Everyone,Photography,"August 1, 2018",Varies with device,Varies with device,0.14750958573897777,191
HD Camera - Best Cam with filters & panorama,PHOTOGRAPHY,4.5,38953,9.7M,"5,000,000+",Free,0,Everyone,Photography,"July 26, 2018",2.2.4,4.2 and up,0.22337962962962962,12
"Face Filter, Selfie Editor - Sweet Camera",PHOTOGRAPHY,4.7,142634,22M,"10,000,000+",Free,0,Everyone,Photography,"July 6, 2018",1.5.1,4.4 and up,0.19428104575163396,17
"Face Filter, Selfie Editor - Sweet Camera",PHOTOGRAPHY,4.7,142758,22M,"10,000,000+",Free,0,Everyone,Photography,"July 6, 2018",1.5.1,4.4 and up,0.19428104575163396,17
Adobe Photoshop Express:Photo Editor Collage Maker,PHOTOGRAPHY,4.2,914804,Varies with device,"50,000,000+",Free,0,Everyone,Photography,"July 22, 2018",5.0.508,4.4 and up,0.1853884980759981,42
Adobe Photoshop Express:Photo Editor Collage Maker,PHOTOGRAPHY,4.2,914917,Varies with device,"50,000,000+",Free,0,Everyone,Photography,"July 22, 2018",5.0.508,4.4 and up,0.1853884980759981,42
HD Camera - Quick Snap Photo & Video,PHOTOGRAPHY,4.5,21841,7.7M,"1,000,000+",Free,0,Everyone,Photography,"July 24, 2018",1.6.4,4.2 and up,0.4556862745098039,17
B612 - Beauty & Filter Camera,PHOTOGRAPHY,4.4,5282578,Varies with device,"100,000,000+",Free,0,Everyone,Photography,"July 30, 2018",7.6.5,4.3 and up,0.08178212791982328,16
B612 - Beauty & Filter Camera,PHOTOGRAPHY,4.4,5282558,Varies with device,"100,000,000+",Free,0,Everyone,Photography,"July 30, 2018",7.6.5,4.3 and up,0.08178212791982328,16
B612 - Beauty & Filter Camera,PHOTOGRAPHY,4.4,5276983,Varies with device,"100,000,000+",Free,0,Everyone,Photography,"July 30, 2018",7.6.5,4.3 and up,0.08178212791982328,16
HD Camera,PHOTOGRAPHY,4.3,49680,8.7M,"5,000,000+",Free,0,Everyone,Photography,"July 11, 2018",1.8.5,4.2 and up,0.0,1
Garden Photo Frames - Garden Photo Editor,PHOTOGRAPHY,4.4,1864,13M,"500,000+",Free,0,Everyone,Photography,"May 3, 2018",22.0,4.0.3 and up,0.3335833333333333,40
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3158047,53M,"100,000,000+",Free,0,Everyone,Photography,"July 31, 2018",6.9.031,4.1 and up,0.3,4
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3157936,53M,"100,000,000+",Free,0,Everyone,Photography,"July 31, 2018",6.9.031,4.1 and up,0.3,4
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3158151,53M,"100,000,000+",Free,0,Everyone,Photography,"July 31, 2018",6.9.031,4.1 and up,0.3,4
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3158151,53M,"100,000,000+",Free,0,Everyone,Photography,"July 31, 2018",6.9.031,4.1 and up,0.3,4
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3156484,53M,"100,000,000+",Free,0,Everyone,Photography,"July 31, 2018",6.9.031,4.1 and up,0.3,4
DSLR Camera Hd Ultra Professional,PHOTOGRAPHY,4.2,4410,4.5M,"1,000,000+",Free,0,Everyone,Photography,"June 27, 2018",4.1,4.0.3 and up,0.07695175438596491,38
"Candy selfie - photo editor, live filter camera",PHOTOGRAPHY,4.4,53421,26M,"10,000,000+",Free,0,Everyone,Photography,"August 6, 2018",2.74.685,4.0.3 and up,0.37279761904761904,33
Blur Image Background Editor (Blur Photo Editor),PHOTOGRAPHY,4.4,62421,9.6M,"5,000,000+",Free,0,Everyone,Photography,"July 28, 2018",2.4,4.1 and up,0.23310994560994563,39
Flickr,PHOTOGRAPHY,4.3,251951,16M,"10,000,000+",Free,0,Mature 17+,Photography,"July 11, 2018",4.7.3,4.4 and up,0.17743249083092835,64
Flickr,PHOTOGRAPHY,4.3,251951,16M,"10,000,000+",Free,0,Mature 17+,Photography,"July 11, 2018",4.7.3,4.4 and up,0.17743249083092835,64
"Cymera Camera- Photo Editor, Filter,Collage,Layout",PHOTOGRAPHY,4.4,2418135,Varies with device,"100,000,000+",Free,0,Everyone,Photography,"July 12, 2018",Varies with device,Varies with device,0.419417735042735,78
"Cymera Camera- Photo Editor, Filter,Collage,Layout",PHOTOGRAPHY,4.4,2418135,Varies with device,"100,000,000+",Free,0,Everyone,Photography,"July 12, 2018",Varies with device,Varies with device,0.419417735042735,78
"Cymera Camera- Photo Editor, Filter,Collage,Layout",PHOTOGRAPHY,4.4,2418158,Varies with device,"100,000,000+",Free,0,Everyone,Photography,"July 12, 2018",Varies with device,Varies with device,0.419417735042735,78
"Cymera Camera- Photo Editor, Filter,Collage,Layout",PHOTOGRAPHY,4.4,2418165,Varies with device,"100,000,000+",Free,0,Everyone,Photography,"July 12, 2018",Varies with device,Varies with device,0.419417735042735,78
"Candy Camera - selfie, beauty camera, photo editor",PHOTOGRAPHY,4.4,3368649,Varies with device,"100,000,000+",Free,0,Everyone,Photography,"July 16, 2018",4.47,4.0.3 and up,0.195277920179236,114
"Candy Camera - selfie, beauty camera, photo editor",PHOTOGRAPHY,4.4,3368646,Varies with device,"100,000,000+",Free,0,Everyone,Photography,"July 16, 2018",4.47,4.0.3 and up,0.195277920179236,114
"Candy Camera - selfie, beauty camera, photo editor",PHOTOGRAPHY,4.4,3368705,Varies with device,"100,000,000+",Free,0,Everyone,Photography,"July 16, 2018",4.47,4.0.3 and up,0.195277920179236,114
Blur Image Background,PHOTOGRAPHY,3.9,129272,11M,"10,000,000+",Free,0,Everyone,Photography,"July 30, 2018",1.32,4.1 and up,0.372717803030303,11
Blur Image Background,PHOTOGRAPHY,3.9,129268,11M,"10,000,000+",Free,0,Everyone,Photography,"July 30, 2018",1.32,4.1 and up,0.372717803030303,11
HD Camera Ultra,PHOTOGRAPHY,4.3,462152,1.5M,"10,000,000+",Free,0,Everyone,Photography,"October 17, 2015",2.3.1,Varies with device,0.15469866870710122,18
Cameringo Lite. Filters Camera,PHOTOGRAPHY,4.2,140917,5.7M,"10,000,000+",Free,0,Everyone,Photography,"June 11, 2018",2.2.93,4.0 and up,0.7702690972222221,9
HD Camera Pro for Android,PHOTOGRAPHY,4.1,49211,1.9M,"1,000,000+",Free,0,Everyone,Photography,"January 19, 2017",1.5.5,2.1 and up,0.07683823529411767,17
HD Camera for Android,PHOTOGRAPHY,4.1,351254,4.0M,"10,000,000+",Free,0,Everyone,Photography,"June 29, 2018",4.6.0.0,4.2 and up,0.37619140624999997,52
HD Camera for Android,PHOTOGRAPHY,4.1,351255,4.0M,"10,000,000+",Free,0,Everyone,Photography,"June 29, 2018",4.6.0.0,4.2 and up,0.37619140624999997,52
GoPro (formerly Capture),PHOTOGRAPHY,4.0,157506,47M,"10,000,000+",Free,0,Everyone,Photography,"May 24, 2018",4.5.2,5.0 and up,-0.007790556830735405,39
Beauty Makeup Snappy Collage Photo Editor - Lidow,PHOTOGRAPHY,4.5,420973,Varies with device,"10,000,000+",Free,0,Everyone,Photography,"August 2, 2018",Varies with device,Varies with device,0.15321428571428566,4
"High-Speed Camera (GIF,Burst)",PHOTOGRAPHY,4.1,78140,10M,"5,000,000+",Free,0,Everyone,Photography,"February 11, 2018",5.5.2,4.0.3 and up,0.3484567901234567,27
EyeEm - Camera & Photo Filter,PHOTOGRAPHY,4.2,215343,44M,"10,000,000+",Free,0,Everyone,Photography,"July 14, 2018",6.4.3,4.0.3 and up,0.3380653936903936,37
FilterGrid - Cam&Photo Editor,PHOTOGRAPHY,4.6,126337,9.6M,"1,000,000+",Free,0,Everyone,Photography,"March 15, 2017",2.0.5,4.0 and up,0.09263994537208825,35
FilterGrid - Cam&Photo Editor,PHOTOGRAPHY,4.6,126338,9.6M,"1,000,000+",Free,0,Everyone,Photography,"March 15, 2017",2.0.5,4.0 and up,0.09263994537208825,35
Color Touch Effects,PHOTOGRAPHY,3.8,167652,12M,"10,000,000+",Free,0,Everyone,Photography,"April 23, 2018",4.5,4.1 and up,0.11572042084377614,38
Font Studio- Photo Texts Image,PHOTOGRAPHY,4.2,197295,24M,"10,000,000+",Free,0,Everyone,Photography,"June 23, 2017",4.0.7,4.0 and up,0.08145920868347341,34
Add Text To Photo,PHOTOGRAPHY,4.1,21578,1.6M,"1,000,000+",Free,0,Everyone,Photography,"September 8, 2017",1.1.3,2.3 and up,0.22970324746060045,34
Free Sports TV,SPORTS,4.3,1802,9.8M,"100,000+",Free,0,Everyone,Sports,"June 21, 2018",1.4,4.0.3 and up,0.16731858265191601,27
"FIFA - Tournaments, Soccer News & Live Scores",SPORTS,4.2,342909,6.0M,"10,000,000+",Free,0,Everyone,Sports,"August 3, 2018",4.3.1,4.4 and up,0.06825822325822327,78
"FIFA - Tournaments, Soccer News & Live Scores",SPORTS,4.2,342912,6.0M,"10,000,000+",Free,0,Everyone,Sports,"August 3, 2018",4.3.1,4.4 and up,0.06825822325822327,78
Football Live Scores,SPORTS,4.5,107724,6.5M,"5,000,000+",Free,0,Everyone,Sports,"July 31, 2018",1004.0,4.0 and up,0.4050258891435362,34
BeSoccer - Soccer Live Score,SPORTS,4.5,152780,Varies with device,"10,000,000+",Free,0,Everyone,Sports,"July 18, 2018",Varies with device,Varies with device,0.35676847843514514,36
"CBS Sports App - Scores, News, Stats & Watch Live",SPORTS,4.3,91031,Varies with device,"5,000,000+",Free,0,Everyone,Sports,"August 4, 2018",Varies with device,5.0 and up,0.16390708611411745,192
"CBS Sports App - Scores, News, Stats & Watch Live",SPORTS,4.3,91031,Varies with device,"5,000,000+",Free,0,Everyone,Sports,"August 4, 2018",Varies with device,5.0 and up,0.16390708611411745,192
"CBS Sports App - Scores, News, Stats & Watch Live",SPORTS,4.3,91031,Varies with device,"5,000,000+",Free,0,Everyone,Sports,"August 4, 2018",Varies with device,5.0 and up,0.16390708611411745,192
"CBS Sports App - Scores, News, Stats & Watch Live",SPORTS,4.3,91031,Varies with device,"5,000,000+",Free,0,Everyone,Sports,"August 4, 2018",Varies with device,5.0 and up,0.16390708611411745,192
"CBS Sports App - Scores, News, Stats & Watch Live",SPORTS,4.3,91033,Varies with device,"5,000,000+",Free,0,Everyone,Sports,"August 4, 2018",Varies with device,5.0 and up,0.16390708611411745,192
"CBS Sports App - Scores, News, Stats & Watch Live",SPORTS,4.3,91033,Varies with device,"5,000,000+",Free,0,Everyone,Sports,"August 4, 2018",Varies with device,5.0 and up,0.16390708611411745,192
"CBS Sports App - Scores, News, Stats & Watch Live",SPORTS,4.3,91033,Varies with device,"5,000,000+",Free,0,Everyone,Sports,"August 4, 2018",Varies with device,5.0 and up,0.16390708611411745,192
"CBS Sports App - Scores, News, Stats & Watch Live",SPORTS,4.3,91035,Varies with device,"5,000,000+",Free,0,Everyone,Sports,"August 4, 2018",Varies with device,5.0 and up,0.16390708611411745,192
BBC Sport,SPORTS,4.2,18678,Varies with device,"1,000,000+",Free,0,Everyone,Sports,"April 25, 2018",Varies with device,Varies with device,0.1665765526990017,49
BBC Sport,SPORTS,4.2,18679,Varies with device,"1,000,000+",Free,0,Everyone,Sports,"April 25, 2018",Varies with device,Varies with device,0.1665765526990017,49
All Football - Latest News & Videos,SPORTS,4.6,152867,17M,"10,000,000+",Free,0,Everyone,Sports,"August 3, 2018",3.0.5,4.1 and up,0.4320632947781386,32
All Football - Latest News & Videos,SPORTS,4.6,152653,17M,"10,000,000+",Free,0,Everyone,Sports,"August 3, 2018",3.0.5,4.1 and up,0.4320632947781386,32
Eurosport,SPORTS,4.0,121003,Varies with device,"10,000,000+",Free,0,Everyone,Sports,"August 6, 2018",Varies with device,Varies with device,0.049044557416267946,38
"All Football GO- Live Score, Games",SPORTS,4.6,1981,10M,"100,000+",Free,0,Everyone,Sports,"June 21, 2018",2.9.9go,4.1 and up,0.5265151515151514,36
Championat,SPORTS,4.3,36490,Varies with device,"1,000,000+",Free,0,Everyone,Sports,"July 25, 2018",Varies with device,Varies with device,0.19844806447410615,40
Goal Live Scores,SPORTS,4.4,232423,35M,"5,000,000+",Free,0,Everyone,Sports,"June 11, 2018",4.2.2,4.0.3 and up,0.17692905844155843,40
"Hole19: Golf GPS App, Rangefinder & Scorecard",SPORTS,4.4,6106,Varies with device,"100,000+",Free,0,Everyone,Sports,"August 1, 2018",Varies with device,Varies with device,0.4436382623224729,19
"Hole19: Golf GPS App, Rangefinder & Scorecard",SPORTS,4.4,6106,Varies with device,"100,000+",Free,0,Everyone,Sports,"August 1, 2018",Varies with device,Varies with device,0.4436382623224729,19
CBS Sports Fantasy,SPORTS,4.0,43611,27M,"1,000,000+",Free,0,Everyone,Sports,"June 27, 2018",3.17.0+3,5.0 and up,0.24850236370438397,54
CBS Sports Fantasy,SPORTS,4.0,43611,27M,"1,000,000+",Free,0,Everyone,Sports,"June 27, 2018",3.17.0+3,5.0 and up,0.24850236370438397,54
Golf Channel,SPORTS,4.1,19230,88M,"1,000,000+",Free,0,Everyone,Sports,"May 30, 2018",4.5.19.56,4.1 and up,-0.025728535353535358,40
"GolfNow: Tee Time Deals at Golf Courses, Golf GPS",SPORTS,4.5,26102,Varies with device,"1,000,000+",Free,0,Everyone,Sports,"May 3, 2018",Varies with device,Varies with device,0.16830028978620676,38
Golf GPS by SwingxSwing,SPORTS,4.6,37167,Varies with device,"1,000,000+",Free,0,Everyone,Sports,"July 30, 2018",Varies with device,4.4 and up,0.20467855061605061,40
Golfshot: Golf GPS + Tee Times,SPORTS,4.3,7543,25M,"500,000+",Free,0,Everyone,Sports,"July 11, 2018",1.31.0,4.1 and up,0.34424886363636364,80
Golfshot: Golf GPS + Tee Times,SPORTS,4.3,7543,25M,"500,000+",Free,0,Everyone,Sports,"July 11, 2018",1.31.0,4.1 and up,0.34424886363636364,80
Golf GPS Rangefinder: Golf Pad,SPORTS,4.6,13098,Varies with device,"1,000,000+",Free,0,Everyone,Sports,"July 28, 2018",Varies with device,Varies with device,0.2726327684661018,39
GolfLogix GPS + Putt Breaks,SPORTS,4.0,11085,61M,"1,000,000+",Free,0,Everyone,Sports,"June 21, 2018",8.9.3,4.0.3 and up,-0.07843205020288356,39
Golfshot Plus: Golf GPS,SPORTS,4.1,3387,25M,"50,000+",Paid,$29.99,Everyone,Sports,"July 11, 2018",4.18.0,4.1 and up,0.3861793695887446,40
FanDuel: Daily Fantasy Sports,SPORTS,4.6,29673,57M,"1,000,000+",Free,0,Mature 17+,Sports,"August 6, 2018",2.46.1,5.0 and up,0.2870834973107701,11
DraftKings - Daily Fantasy Sports,SPORTS,4.5,50017,41M,"1,000,000+",Free,0,Adults only 18+,Sports,"July 24, 2018",3.21.324,4.4 and up,0.31233355379188715,36
Fantasy Football Manager (FPL),SPORTS,4.4,63650,4.6M,"1,000,000+",Free,0,Everyone,Sports,"August 3, 2018",7.0.2,4.1 and up,0.2998709786945081,34
